Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
219,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_219.txt,112.0,112.0,170.0,113.0,0.0,-91.0,0.0,-522.0,64.0,64.0,64.0,-350.0,33.0,33.0,33.0,-244.0,35.0,35.0,67.0,-105.0,112.0,112.0,334.0,-1108.0,False,78125.0,1.0,8383775400.0,531.0,76.0,0.0,522.0,0.0
220,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_220.txt,26.0,26.0,45.0,-438.0,196.0,196.0,358.0,309.0,0.0,0.0,0.0,-625.0,0.0,0.0,0.0,-625.0,139.0,139.0,192.0,-36.0,196.0,196.0,595.0,-1415.0,False,78125.0,0.0,18117530560.0,625.0,92.0,0.0,625.0,0.0
221,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_221.txt,37.0,37.0,56.0,-186.0,111.0,111.0,238.0,238.0,16.0,16.0,16.0,-236.0,29.0,29.0,29.0,-363.0,0.0,-22.0,0.0,-376.0,111.0,111.0,339.0,-923.0,False,78125.0,0.0,19100083275.0,615.0,92.0,8380807344.0,584.0,46.0
222,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_222.txt,16.0,16.0,16.0,-373.0,99.0,99.0,171.0,-42.0,0.0,-96.0,0.0,-655.0,155.0,155.0,207.0,108.0,77.0,77.0,77.0,-260.0,155.0,155.0,471.0,-1222.0,False,78125.0,0.0,26429858496.0,655.0,97.0,0.0,655.0,0.0
223,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_223.txt,0.0,-45.0,0.0,-294.0,39.0,39.0,77.0,16.0,0.0,-33.0,0.0,-270.0,0.0,-3.0,0.0,-224.0,0.0,-31.0,0.0,-204.0,39.0,39.0,77.0,-976.0,False,78125.0,0.0,16220670080.0,572.0,84.0,8554736960.0,503.0,77.0
224,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_224.txt,91.0,91.0,91.0,-25.0,22.0,22.0,26.0,-243.0,0.0,-45.0,0.0,-410.0,0.0,-3.0,0.0,-246.0,31.0,31.0,51.0,26.0,91.0,91.0,168.0,-898.0,False,78125.0,0.0,14313302640.0,598.0,93.0,8831838400.0,559.0,40.0
225,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_225.txt,51.0,51.0,100.0,26.0,0.0,-38.0,0.0,-278.0,0.0,-12.0,0.0,-207.0,0.0,-9.0,0.0,-313.0,0.0,-56.0,0.0,-334.0,51.0,51.0,100.0,-1106.0,False,78125.0,0.0,19094331438.0,633.0,96.0,18889992576.0,606.0,78.0
226,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_226.txt,0.0,-73.0,0.0,-381.0,0.0,-52.0,0.0,-353.0,34.0,34.0,63.0,-129.0,0.0,-22.0,0.0,-355.0,12.0,12.0,12.0,-174.0,34.0,34.0,75.0,-1392.0,False,78125.0,0.0,16908667776.0,582.0,91.0,16908667776.0,577.0,86.0
227,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_227.txt,47.0,47.0,47.0,-87.0,43.0,43.0,43.0,-279.0,0.0,-1.0,0.0,-270.0,0.0,-48.0,0.0,-437.0,18.0,18.0,18.0,-146.0,47.0,47.0,108.0,-1219.0,False,78125.0,0.0,9750502080.0,552.0,88.0,9284932800.0,546.0,45.0
228,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_228.txt,28.0,28.0,28.0,-275.0,106.0,106.0,184.0,43.0,167.0,167.0,213.0,123.0,0.0,0.0,0.0,-339.0,0.0,-68.0,0.0,-533.0,167.0,167.0,425.0,-981.0,False,78125.0,0.0,10296115200.0,533.0,80.0,0.0,533.0,0.0
229,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_229.txt,5.0,5.0,5.0,-331.0,82.0,82.0,82.0,-150.0,95.0,95.0,95.0,-218.0,179.0,179.0,256.0,242.0,0.0,-87.0,0.0,-588.0,179.0,179.0,438.0,-1045.0,False,78125.0,1.0,20030392800.0,613.0,93.0,0.0,588.0,0.0
230,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_230.txt,0.0,-1.0,0.0,-238.0,9.0,9.0,9.0,-119.0,0.0,-25.0,0.0,-165.0,0.0,-36.0,0.0,-283.0,62.0,62.0,169.0,169.0,62.0,62.0,178.0,-636.0,False,78125.0,0.0,12059705560.0,550.0,82.0,6574636836.0,469.0,81.0
231,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_231.txt,103.0,103.0,124.0,-8.0,17.0,17.0,17.0,-382.0,160.0,160.0,355.0,355.0,42.0,42.0,42.0,-289.0,0.0,-59.0,0.0,-568.0,160.0,160.0,538.0,-892.0,False,78125.0,0.0,12456960516.0,568.0,91.0,0.0,568.0,0.0
232,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_232.txt,0.0,-24.0,0.0,-249.0,0.0,-27.0,0.0,-393.0,0.0,-24.0,0.0,-197.0,0.0,-31.0,0.0,-320.0,30.0,30.0,30.0,-79.0,30.0,30.0,30.0,-1238.0,False,78125.0,2.0,21791882112.0,630.0,93.0,21791882112.0,612.0,89.0
233,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_233.txt,45.0,45.0,45.0,-62.0,24.0,24.0,24.0,-353.0,0.0,-69.0,0.0,-388.0,0.0,-29.0,0.0,-365.0,93.0,93.0,148.0,24.0,93.0,93.0,217.0,-1144.0,False,78125.0,0.0,26247585408.0,638.0,94.0,22233895200.0,625.0,75.0
234,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_234.txt,0.0,-34.0,0.0,-326.0,0.0,-13.0,0.0,-277.0,78.0,78.0,89.0,8.0,0.0,-4.0,0.0,-342.0,41.0,41.0,69.0,-41.0,78.0,78.0,158.0,-978.0,False,78125.0,0.0,20060187840.0,606.0,91.0,17658736128.0,601.0,72.0
235,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_235.txt,55.0,55.0,55.0,-114.0,25.0,25.0,37.0,-151.0,107.0,107.0,135.0,-14.0,82.0,82.0,82.0,-330.0,0.0,-90.0,0.0,-578.0,107.0,107.0,309.0,-1187.0,False,78125.0,0.0,14089053696.0,581.0,90.0,0.0,578.0,0.0
236,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_236.txt,14.0,14.0,14.0,-316.0,68.0,68.0,135.0,75.0,52.0,52.0,53.0,-117.0,0.0,-1.0,0.0,-239.0,88.0,88.0,165.0,125.0,88.0,88.0,367.0,-472.0,False,78125.0,0.0,19931637600.0,624.0,91.0,3249136800.0,472.0,29.0
237,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_237.txt,0.0,-5.0,0.0,-120.0,0.0,-21.0,0.0,-275.0,0.0,-12.0,0.0,-300.0,0.0,-11.0,0.0,-267.0,17.0,17.0,17.0,-90.0,17.0,17.0,17.0,-1052.0,False,78125.0,0.0,9580748800.0,536.0,82.0,9580748800.0,529.0,64.0
238,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_238.txt,64.0,64.0,65.0,-4.0,61.0,61.0,61.0,-61.0,1.0,1.0,1.0,-189.0,0.0,-2.0,0.0,-286.0,0.0,-6.0,0.0,-209.0,64.0,64.0,127.0,-749.0,False,78125.0,0.0,10570367808.0,602.0,79.0,7139701296.0,496.0,48.0
239,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_239.txt,65.0,65.0,65.0,-206.0,82.0,82.0,119.0,56.0,76.0,76.0,76.0,-135.0,86.0,86.0,152.0,77.0,0.0,-2.0,0.0,-239.0,86.0,86.0,412.0,-447.0,False,78125.0,0.0,16356707136.0,596.0,87.0,825929280.0,479.0,5.0
240,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_240.txt,139.0,139.0,139.0,-98.0,0.0,-83.0,0.0,-561.0,58.0,58.0,60.0,-200.0,43.0,43.0,43.0,-282.0,122.0,122.0,122.0,24.0,139.0,139.0,364.0,-1117.0,False,78125.0,0.0,12656775825.0,569.0,85.0,0.0,561.0,0.0
241,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_241.txt,17.0,17.0,17.0,-81.0,0.0,-43.0,0.0,-282.0,0.0,-12.0,0.0,-211.0,29.0,29.0,29.0,-151.0,22.0,22.0,22.0,-101.0,29.0,29.0,68.0,-826.0,False,78125.0,1.0,8860924800.0,514.0,90.0,5958823689.0,457.0,67.0
242,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_242.txt,8.0,8.0,8.0,-421.0,76.0,76.0,240.0,240.0,64.0,64.0,64.0,-250.0,0.0,-2.0,0.0,-404.0,0.0,-21.0,0.0,-410.0,76.0,76.0,312.0,-1245.0,False,78125.0,6.0,16002771840.0,618.0,95.0,409893120.0,550.0,2.0
243,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_243.txt,125.0,125.0,259.0,207.0,24.0,24.0,45.0,-88.0,0.0,-41.0,0.0,-307.0,0.0,-32.0,0.0,-360.0,0.0,-19.0,0.0,-301.0,125.0,125.0,304.0,-849.0,False,78125.0,0.0,11215510152.0,601.0,87.0,6519089088.0,505.0,46.0
244,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_244.txt,52.0,52.0,52.0,-42.0,0.0,-47.0,0.0,-354.0,11.0,11.0,11.0,-94.0,0.0,-32.0,0.0,-328.0,13.0,13.0,13.0,-348.0,52.0,52.0,76.0,-1166.0,False,78125.0,0.0,18846172800.0,607.0,94.0,18341406720.0,601.0,80.0
245,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_245.txt,0.0,0.0,0.0,-299.0,0.0,-20.0,0.0,-347.0,46.0,46.0,91.0,-39.0,0.0,-14.0,0.0,-260.0,82.0,82.0,160.0,144.0,82.0,82.0,251.0,-801.0,False,78125.0,2.0,7250997600.0,560.0,70.0,2184126000.0,483.0,15.0
246,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_246.txt,106.0,106.0,239.0,211.0,68.0,68.0,68.0,-125.0,84.0,84.0,109.0,-86.0,8.0,8.0,8.0,-183.0,4.0,4.0,4.0,-208.0,106.0,106.0,428.0,-391.0,False,78125.0,0.0,16514669556.0,606.0,88.0,184384512.0,385.0,4.0
247,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_247.txt,0.0,-3.0,0.0,-246.0,0.0,-14.0,0.0,-182.0,0.0,-20.0,0.0,-185.0,46.0,46.0,50.0,-45.0,0.0,-41.0,0.0,-375.0,46.0,46.0,50.0,-1033.0,False,78125.0,0.0,14696962980.0,599.0,93.0,9081203418.0,542.0,47.0
248,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_248.txt,0.0,-24.0,0.0,-270.0,17.0,17.0,17.0,-217.0,10.0,10.0,10.0,-100.0,0.0,-63.0,0.0,-275.0,63.0,63.0,135.0,127.0,63.0,63.0,162.0,-735.0,False,78125.0,0.0,11735099376.0,556.0,83.0,10769188248.0,520.0,82.0
249,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_249.txt,91.0,91.0,156.0,122.0,11.0,11.0,14.0,-201.0,26.0,26.0,26.0,-133.0,58.0,58.0,58.0,-201.0,0.0,-11.0,0.0,-112.0,91.0,91.0,254.0,-525.0,False,78125.0,0.0,14307850752.0,567.0,89.0,2007690480.0,445.0,20.0
250,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_250.txt,66.0,66.0,87.0,87.0,84.0,84.0,164.0,44.0,0.0,-16.0,0.0,-306.0,14.0,14.0,14.0,-260.0,0.0,-11.0,0.0,-283.0,84.0,84.0,265.0,-718.0,False,78125.0,0.0,15135586284.0,602.0,78.0,4241802600.0,513.0,23.0
251,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_251.txt,92.0,92.0,152.0,147.0,46.0,46.0,46.0,-135.0,0.0,-1.0,0.0,-124.0,0.0,-13.0,0.0,-172.0,51.0,51.0,66.0,-133.0,92.0,92.0,264.0,-417.0,False,78125.0,0.0,10745874480.0,560.0,84.0,1456507008.0,405.0,18.0
252,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_252.txt,0.0,-12.0,0.0,-250.0,0.0,-35.0,0.0,-251.0,0.0,-20.0,0.0,-339.0,0.0,-16.0,0.0,-174.0,10.0,10.0,10.0,-81.0,10.0,10.0,10.0,-1095.0,False,78125.0,0.0,4476986316.0,487.0,72.0,4476986316.0,469.0,47.0
253,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_253.txt,109.0,109.0,156.0,54.0,0.0,-50.0,0.0,-376.0,38.0,38.0,38.0,-44.0,4.0,4.0,4.0,-275.0,0.0,-41.0,0.0,-312.0,109.0,109.0,198.0,-953.0,False,78125.0,3.0,12527337060.0,558.0,87.0,3777450768.0,453.0,49.0
254,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_254.txt,83.0,83.0,107.0,-143.0,131.0,131.0,157.0,-78.0,0.0,-64.0,0.0,-571.0,22.0,22.0,22.0,-409.0,108.0,108.0,108.0,-4.0,131.0,131.0,394.0,-1205.0,False,78125.0,0.0,14481192960.0,573.0,85.0,0.0,571.0,0.0
255,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_255.txt,101.0,101.0,276.0,251.0,0.0,-8.0,0.0,-324.0,49.0,49.0,49.0,-282.0,29.0,29.0,29.0,-376.0,45.0,45.0,61.0,-302.0,101.0,101.0,415.0,-1033.0,False,78125.0,0.0,16746693024.0,603.0,92.0,4128560904.0,555.0,26.0
256,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_256.txt,101.0,101.0,118.0,14.0,86.0,86.0,86.0,-178.0,53.0,53.0,53.0,-216.0,0.0,-12.0,0.0,-393.0,56.0,56.0,74.0,-111.0,101.0,101.0,331.0,-884.0,False,78125.0,0.0,19143062400.0,627.0,94.0,1907123328.0,533.0,8.0
257,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_257.txt,51.0,51.0,64.0,-32.0,0.0,-30.0,0.0,-294.0,0.0,-45.0,0.0,-365.0,25.0,25.0,26.0,-41.0,0.0,-18.0,0.0,-319.0,51.0,51.0,90.0,-1051.0,False,78125.0,0.0,18353970360.0,593.0,93.0,16073772000.0,572.0,85.0
258,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_258.txt,4.0,4.0,4.0,-279.0,73.0,73.0,97.0,32.0,0.0,-61.0,0.0,-362.0,0.0,-9.0,0.0,-163.0,0.0,-33.0,0.0,-295.0,73.0,73.0,101.0,-1067.0,False,78125.0,0.0,9802183680.0,514.0,77.0,8753577984.0,514.0,64.0
259,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_259.txt,20.0,20.0,20.0,-155.0,0.0,-32.0,0.0,-191.0,50.0,50.0,50.0,-173.0,73.0,73.0,88.0,-23.0,0.0,-24.0,0.0,-196.0,73.0,73.0,158.0,-738.0,False,78125.0,0.0,18315823680.0,597.0,95.0,4283344800.0,452.0,45.0
260,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_260.txt,12.0,12.0,12.0,-176.0,3.0,3.0,3.0,-167.0,16.0,16.0,16.0,-102.0,0.0,-1.0,0.0,-185.0,0.0,-4.0,0.0,-138.0,16.0,16.0,31.0,-768.0,False,78125.0,0.0,9483299280.0,534.0,87.0,7748722800.0,484.0,70.0
261,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_261.txt,0.0,-26.0,0.0,-214.0,21.0,21.0,21.0,-41.0,0.0,-4.0,0.0,-326.0,0.0,-13.0,0.0,-294.0,0.0,-27.0,0.0,-224.0,21.0,21.0,21.0,-1099.0,False,78125.0,0.0,14098048560.0,608.0,89.0,11869324800.0,552.0,60.0
262,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_262.txt,0.0,-35.0,0.0,-216.0,0.0,-4.0,0.0,-190.0,5.0,5.0,5.0,-210.0,0.0,-19.0,0.0,-245.0,124.0,124.0,223.0,184.0,124.0,124.0,228.0,-677.0,False,78125.0,1.0,18252651696.0,591.0,92.0,7580593152.0,475.0,86.0
263,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_263.txt,13.0,13.0,13.0,-243.0,41.0,41.0,41.0,-207.0,31.0,31.0,34.0,-129.0,9.0,9.0,9.0,-362.0,0.0,-36.0,0.0,-304.0,41.0,41.0,97.0,-1245.0,False,78125.0,0.0,23271760512.0,621.0,93.0,18114465600.0,607.0,70.0
264,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_264.txt,61.0,61.0,99.0,76.0,8.0,8.0,8.0,-111.0,0.0,-19.0,0.0,-244.0,3.0,3.0,3.0,-297.0,0.0,-15.0,0.0,-296.0,61.0,61.0,110.0,-872.0,False,78125.0,0.0,19318359060.0,616.0,87.0,16551094560.0,589.0,74.0
265,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_265.txt,0.0,-58.0,0.0,-350.0,24.0,24.0,26.0,-77.0,13.0,13.0,13.0,-72.0,0.0,-33.0,0.0,-408.0,0.0,-56.0,0.0,-395.0,24.0,24.0,39.0,-1302.0,False,78125.0,1.0,15769326375.0,590.0,90.0,15741775368.0,590.0,59.0
266,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_266.txt,38.0,38.0,47.0,9.0,0.0,-2.0,0.0,-177.0,0.0,-35.0,0.0,-322.0,0.0,-42.0,0.0,-332.0,0.0,-22.0,0.0,-205.0,38.0,38.0,47.0,-1027.0,False,78125.0,0.0,21593191200.0,619.0,92.0,13794061584.0,552.0,89.0
267,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_267.txt,25.0,25.0,32.0,-55.0,4.0,4.0,4.0,-238.0,0.0,-21.0,0.0,-193.0,35.0,35.0,61.0,-32.0,0.0,-33.0,0.0,-313.0,35.0,35.0,97.0,-831.0,False,78125.0,0.0,13964360256.0,597.0,88.0,10770705792.0,554.0,53.0
268,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_268.txt,49.0,49.0,107.0,19.0,0.0,-6.0,0.0,-294.0,56.0,56.0,83.0,-70.0,9.0,9.0,9.0,-209.0,0.0,-54.0,0.0,-368.0,56.0,56.0,199.0,-922.0,False,78125.0,0.0,13924199520.0,609.0,87.0,10296887040.0,568.0,55.0
269,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_269.txt,23.0,23.0,27.0,-124.0,0.0,-4.0,0.0,-372.0,0.0,-25.0,0.0,-301.0,14.0,14.0,14.0,-26.0,0.0,-14.0,0.0,-368.0,23.0,23.0,41.0,-1191.0,False,78125.0,0.0,17243683380.0,614.0,90.0,17243683380.0,591.0,71.0
270,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_270.txt,0.0,-9.0,0.0,-181.0,0.0,-46.0,0.0,-239.0,3.0,3.0,3.0,-74.0,0.0,-22.0,0.0,-285.0,47.0,47.0,80.0,-64.0,47.0,47.0,83.0,-843.0,False,78125.0,0.0,9423020880.0,554.0,78.0,8393821020.0,499.0,69.0
271,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_271.txt,57.0,57.0,83.0,-24.0,0.0,-3.0,0.0,-344.0,15.0,15.0,15.0,-212.0,0.0,-28.0,0.0,-343.0,28.0,28.0,28.0,-145.0,57.0,57.0,126.0,-1068.0,False,78125.0,0.0,10285704000.0,544.0,81.0,9853876032.0,537.0,59.0
272,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_272.txt,1.0,1.0,1.0,-226.0,1.0,1.0,1.0,-224.0,37.0,37.0,37.0,-121.0,0.0,-41.0,0.0,-339.0,34.0,34.0,67.0,-96.0,37.0,37.0,106.0,-1006.0,False,78125.0,0.0,22335062400.0,637.0,96.0,22169169600.0,621.0,79.0
273,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_273.txt,0.0,-46.0,0.0,-283.0,8.0,8.0,8.0,-21.0,0.0,-7.0,0.0,-161.0,0.0,-9.0,0.0,-118.0,0.0,-45.0,0.0,-303.0,8.0,8.0,8.0,-886.0,False,78125.0,1.0,15595227648.0,605.0,88.0,11554335936.0,536.0,78.0
274,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_274.txt,117.0,117.0,117.0,-95.0,27.0,27.0,27.0,-311.0,0.0,-94.0,0.0,-589.0,84.0,84.0,101.0,40.0,89.0,89.0,89.0,-201.0,117.0,117.0,334.0,-1156.0,False,78125.0,0.0,15790557288.0,607.0,94.0,0.0,589.0,0.0
275,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_275.txt,80.0,80.0,88.0,-16.0,53.0,53.0,101.0,36.0,0.0,-6.0,0.0,-294.0,37.0,37.0,65.0,-189.0,0.0,-17.0,0.0,-281.0,80.0,80.0,254.0,-744.0,False,78125.0,0.0,5734562400.0,500.0,80.0,2304516096.0,455.0,32.0
276,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_276.txt,100.0,100.0,173.0,50.0,0.0,-5.0,0.0,-279.0,57.0,57.0,57.0,-213.0,37.0,37.0,37.0,-55.0,0.0,-65.0,0.0,-405.0,100.0,100.0,267.0,-902.0,False,78125.0,0.0,9846869760.0,556.0,85.0,4687200000.0,507.0,25.0
277,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_277.txt,16.0,16.0,16.0,-321.0,70.0,70.0,101.0,-48.0,0.0,-10.0,0.0,-209.0,0.0,0.0,0.0,-288.0,0.0,-4.0,0.0,-367.0,70.0,70.0,117.0,-1233.0,False,78125.0,0.0,10965958400.0,603.0,87.0,9754935168.0,565.0,44.0
278,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_278.txt,14.0,14.0,14.0,-393.0,212.0,212.0,226.0,132.0,89.0,89.0,89.0,-353.0,0.0,-83.0,0.0,-648.0,81.0,81.0,91.0,-188.0,212.0,212.0,420.0,-1450.0,False,78125.0,0.0,22240662072.0,648.0,96.0,0.0,648.0,0.0
279,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_279.txt,11.0,11.0,17.0,-157.0,84.0,84.0,128.0,67.0,37.0,37.0,37.0,-186.0,0.0,-46.0,0.0,-416.0,0.0,-38.0,0.0,-250.0,84.0,84.0,182.0,-942.0,False,78125.0,0.0,9249333786.0,527.0,81.0,6903980160.0,518.0,41.0
280,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_280.txt,101.0,101.0,181.0,81.0,88.0,88.0,167.0,42.0,23.0,23.0,23.0,-263.0,0.0,-15.0,0.0,-350.0,0.0,-41.0,0.0,-398.0,101.0,101.0,371.0,-888.0,False,78125.0,0.0,22199960640.0,645.0,96.0,12772488960.0,594.0,45.0
281,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_281.txt,87.0,87.0,87.0,-146.0,116.0,116.0,116.0,-151.0,0.0,-88.0,0.0,-577.0,82.0,82.0,82.0,-167.0,71.0,71.0,71.0,-92.0,116.0,116.0,356.0,-1133.0,False,78125.0,0.0,11958210880.0,582.0,89.0,0.0,577.0,0.0
282,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_282.txt,14.0,14.0,14.0,-269.0,1.0,1.0,1.0,-273.0,55.0,55.0,73.0,-3.0,0.0,-2.0,0.0,-359.0,41.0,41.0,82.0,-15.0,55.0,55.0,170.0,-919.0,False,78125.0,0.0,15072288840.0,606.0,85.0,12579172950.0,576.0,67.0
283,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_283.txt,43.0,43.0,43.0,-308.0,83.0,83.0,83.0,-72.0,114.0,114.0,223.0,90.0,0.0,-54.0,0.0,-536.0,108.0,108.0,169.0,-35.0,114.0,114.0,518.0,-861.0,False,78125.0,0.0,10201805250.0,537.0,88.0,0.0,536.0,0.0
284,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_284.txt,0.0,-20.0,0.0,-457.0,59.0,59.0,93.0,55.0,9.0,9.0,9.0,-323.0,34.0,34.0,34.0,-325.0,132.0,132.0,149.0,-27.0,132.0,132.0,285.0,-1077.0,False,78125.0,0.0,5097292200.0,584.0,49.0,169442000.0,504.0,2.0
285,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_285.txt,33.0,33.0,56.0,-10.0,8.0,8.0,8.0,-52.0,12.0,12.0,12.0,-92.0,1.0,1.0,1.0,-176.0,53.0,53.0,153.0,153.0,53.0,53.0,230.0,-177.0,False,78125.0,0.0,7770695240.0,521.0,73.0,1628837340.0,355.0,53.0
286,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_286.txt,14.0,14.0,14.0,-121.0,0.0,-24.0,0.0,-308.0,13.0,13.0,13.0,-253.0,0.0,-19.0,0.0,-244.0,45.0,45.0,50.0,-92.0,45.0,45.0,77.0,-1018.0,False,78125.0,0.0,9818344800.0,582.0,80.0,9035033700.0,528.0,55.0
287,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_287.txt,14.0,14.0,14.0,-185.0,66.0,66.0,74.0,-45.0,91.0,91.0,102.0,-67.0,0.0,-19.0,0.0,-236.0,0.0,-9.0,0.0,-253.0,91.0,91.0,190.0,-786.0,False,78125.0,0.0,11589419350.0,554.0,85.0,6587250600.0,496.0,50.0
288,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_288.txt,16.0,16.0,16.0,-199.0,45.0,45.0,57.0,-13.0,0.0,-39.0,0.0,-300.0,0.0,-8.0,0.0,-211.0,0.0,-25.0,0.0,-255.0,45.0,45.0,73.0,-978.0,False,78125.0,0.0,21959897900.0,616.0,95.0,15541146000.0,560.0,86.0
289,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_289.txt,59.0,59.0,107.0,49.0,12.0,12.0,12.0,-189.0,28.0,28.0,36.0,-51.0,31.0,31.0,31.0,-170.0,32.0,32.0,32.0,-68.0,59.0,59.0,218.0,-429.0,False,78125.0,0.0,12644022720.0,535.0,94.0,3829056000.0,427.0,64.0
290,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_290.txt,0.0,-14.0,0.0,-183.0,26.0,26.0,26.0,-66.0,0.0,-40.0,0.0,-286.0,0.0,-54.0,0.0,-257.0,0.0,-23.0,0.0,-172.0,26.0,26.0,26.0,-964.0,False,78125.0,0.0,7350208740.0,535.0,72.0,7103719728.0,471.0,72.0
291,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_291.txt,30.0,30.0,46.0,-27.0,50.0,50.0,50.0,-134.0,0.0,-17.0,0.0,-256.0,0.0,0.0,0.0,-237.0,0.0,-15.0,0.0,-337.0,50.0,50.0,96.0,-991.0,False,78125.0,0.0,9658194000.0,565.0,88.0,9250416000.0,548.0,50.0
292,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_292.txt,84.0,84.0,131.0,88.0,0.0,-37.0,0.0,-348.0,0.0,-46.0,0.0,-381.0,0.0,-8.0,0.0,-277.0,21.0,21.0,27.0,-21.0,84.0,84.0,158.0,-939.0,False,78125.0,0.0,11154844800.0,573.0,91.0,9569520576.0,541.0,59.0
